element_id,unique_id,category,family,type,name,mark,comments,btz_numero_activo,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,btz_description_31,btz_description_32,btz_description_33,btz_description_34,btz_description_35,btz_description_36,btz_description_37,btz_description_38,btz_description_39,btz_description_40,btz_description_41,btz_description_42,btz_description_43,btz_description_44,btz_description_45,btz_description_46,btz_description_47,btz_description_48,btz_description_49,btz_description_50,btz_description_51,btz_description_52,btz_description_53,btz_description_54,btz_description_55,btz_description_56,btz_description_57,btz_description_58,btz_description_59,btz_description_60,btz_description_61,btz_description_62,btz_description_63,btz_description_64,btz_description_65,btz_description_66,btz_description_67,btz_description_68,btz_description_69,btz_description_70,btz_description_71,btz_description_72,btz_description_73,btz_description_74,btz_description_75,btz_description_76,btz_description_77,btz_description_78,btz_description_79,btz_description_80,btz_path_detectado,cantidad_btz_description_con_valor
171843,e873c32e-5e0c-4f36-b2a7-48d4917bce06-00029f43,Generic Models,silos,silos,silos,,,TE-BIO-TNQ-TK402,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES 400,TE-BIO-TNQ-TK402,,TE-ACT-LGC-TANQUES,TE-ACT-VLV-TFPD6-11148,TE-ACT-VLV-TFPD6-11202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE > TE-ACT-LGC-SECTOR ACEITE > TE-ACT-LGC-TANQUES 400 > TE-BIO-TNQ-TK402 > TE-ACT-LGC-TANQUES > TE-ACT-VLV-TFPD6-11148 > TE-ACT-VLV-TFPD6-11202,7
171963,e873c32e-5e0c-4f36-b2a7-48d4917bce06-00029fbb,Generic Models,Silos 2,Silos 2,Silos 2,,,TE-FUEL-TNQ-TK403,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES 400,TE-FUEL-TNQ-TK403,TE-ACT-CCM-CCMAC,TE-ACT-MLC-MLC MANG ACEITE,TE-ACT-VLV-TFPD6-11199,TE-ACT-VLV-TFPD6-12867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE > TE-ACT-LGC-SECTOR ACEITE > TE-ACT-LGC-TANQUES 400 > TE-FUEL-TNQ-TK403 > TE-ACT-CCM-CCMAC > TE-ACT-MLC-MLC MANG ACEITE > TE-ACT-VLV-TFPD6-11199 > TE-ACT-VLV-TFPD6-12867,8
172255,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002a0df,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,,,TE,TE-ALM-LGC-ALMACENAJE (CELDAS),TE-ALM-CLD-CELDA 3,,TE-ALM-FLT-FMSV,TE-ALM-LGC-ALIMENT PTA 6000,TE-ALM-CCM-CCMBC1,TE-ALM-VLV-V102,TE-ALM-VLV-V107,TE-ALM-VLV-V112,TE-ALM-VLV-V117,TE-ALM-VLV-V122,TE-TDM-SIS-ASP,TE-ALM-CNT-CSC2,TE-ALM-VLV-V204,TE-ALM-VLV-V209,TE-ALM-VLV-V214,TE-ALM-VLV-V219,TE-ALM-CNT-CSC3,TE-ALM-VLV-V301,TE-ALM-VLV-V306,TE-ALM-VLV-V311,TE-ALM-VLV-V316,TE-ALM-VLV-V321,TE-ALM-VLV-V326,TE-ALM-VNT-VECSC3-01,TE-ALM-VNT-VECSC3-06,TE-TNL-CNT-CBC3,TE-ALM-CNT-C6 (C6CC4,TE-ALM-VLV-VG20,TE-ALM-FLT-FMC4,TE-ALM-VLV-VRFMC4INF,TE-ALM-VLV-VC404,TE-ALM-VLV-VC409,TE-ALM-VLV-VC414,TE-ALM-VLV-VC419,TE-ALM-VLV-VC424,TE-ALM-VLV-VC429,TE-ALM-VLV-VC434,TE-ALM-VLV-VC439,TE-ALM-VLV-VC444,TE-ALM-VLV-VC449,TE-TNL-CNT-CBC4 C10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE > TE-ALM-LGC-ALMACENAJE (CELDAS) > TE-ALM-CLD-CELDA 3 > TE-ALM-FLT-FMSV > TE-ALM-LGC-ALIMENT PTA 6000 > TE-ALM-CCM-CCMBC1 > TE-ALM-VLV-V102 > TE-ALM-VLV-V107 > TE-ALM-VLV-V112 > TE-ALM-VLV-V117 > TE-ALM-VLV-V122 > TE-TDM-SIS-ASP > TE-ALM-CNT-CSC2 > TE-ALM-VLV-V204 > TE-ALM-VLV-V209 > TE-ALM-VLV-V214 > TE-ALM-VLV-V219 > TE-ALM-CNT-CSC3 > TE-ALM-VLV-V301 > TE-ALM-VLV-V306 > TE-ALM-VLV-V311 > TE-ALM-VLV-V316 > TE-ALM-VLV-V321 > TE-ALM-VLV-V326 > TE-ALM-VNT-VECSC3-01 > TE-ALM-VNT-VECSC3-06 > TE-TNL-CNT-CBC3 > TE-ALM-CNT-C6 (C6CC4 > TE-ALM-VLV-VG20 > TE-ALM-FLT-FMC4 > TE-ALM-VLV-VRFMC4INF > TE-ALM-VLV-VC404 > TE-ALM-VLV-VC409 > TE-ALM-VLV-VC414 > TE-ALM-VLV-VC419 > TE-ALM-VLV-VC424 > TE-ALM-VLV-VC429 > TE-ALM-VLV-VC434 > TE-ALM-VLV-VC439 > TE-ALM-VLV-VC444 > TE-ALM-VLV-VC449 > TE-TNL-CNT-CBC4 C10,42
173600,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002a620,Generic Models,Silo diario,Silo diario,Silo diario,,,PP-PRL-SLO-SA00,,,PP-PRL-LGC-SILOS,PP-PRL-SLO-SA00,PP-PRL-VLV-VG01,PP-PRL-VLV-VG02,PP-PRL-VLV-VG03,PP-PRL-VLV-VG04,PP-PRL-VLV-VG05,PP-PRL-VLV-VG06,PP-PRL-VLV-VG07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PP-PRL-LGC-SILOS > PP-PRL-SLO-SA00 > PP-PRL-VLV-VG01 > PP-PRL-VLV-VG02 > PP-PRL-VLV-VG03 > PP-PRL-VLV-VG04 > PP-PRL-VLV-VG05 > PP-PRL-VLV-VG06 > PP-PRL-VLV-VG07,9
173806,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002a6ee,Generic Models,silos 567,silos 567,silos 567,,TE-silo6,,TE,TE-ALM-LGC-ALMACENAJE (SILOS),TE-ALM-SLO-SILO 6,,TE-ALM-BMB-BSFMSV,TE-ALM-CNT-CSSDIARIO,TE-ALM-SLO-SILO,TE-ALM-VNT-A15,TE-ALM-VNT-A55,TE-ALM-VLV-P57 DESC,TE-ALM-CNT-CSS6,TE-ALM-VNT-A46,TE-ALM-VNT-A86,TE-TNL-CNT-CBS6,TE-ALM-VNT-A37,TE-ALM-VNT-A77,TE-ALM-VLV-P79 DESC,TE-ALM-VLV-P53,TE-ALM-VLV-P48 DESC,TE-ALM-VLV-Q54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE > TE-ALM-LGC-ALMACENAJE (SILOS) > TE-ALM-SLO-SILO 6 > TE-ALM-BMB-BSFMSV > TE-ALM-CNT-CSSDIARIO > TE-ALM-SLO-SILO > TE-ALM-VNT-A15 > TE-ALM-VNT-A55 > TE-ALM-VLV-P57 DESC > TE-ALM-CNT-CSS6 > TE-ALM-VNT-A46 > TE-ALM-VNT-A86 > TE-TNL-CNT-CBS6 > TE-ALM-VNT-A37 > TE-ALM-VNT-A77 > TE-ALM-VLV-P79 DESC > TE-ALM-VLV-P53 > TE-ALM-VLV-P48 DESC > TE-ALM-VLV-Q54,19
174050,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002a7e2,Generic Models,distrib,distrib,distrib,,TE-silo4,,TE,TE-ALM-LGC-ALMACENAJE (SILOS),TE-ALM-SLO-SILO 4,,TE-ALM-VLV-VRTNFMSV,TE-ALM-FLT-FMACSSD,TE-ALM-CNT-CSS5,TE-ALM-VNT-A25,TE-ALM-VNT-A65,TE-ALM-VLV-P58 DESC,TE-ALM-VNT-A16,TE-ALM-VNT-A56,TE-ALM-VLV-P65 DESC,TE-ALM-CNT-CSS7,TE-ALM-VNT-A47,TE-ALM-VNT-A87,TE-TNL-CNT-CBS7,TE-ALM-VLV-P54,TE-ALM-VLV-P49 DESC,TE-ALM-VLV-Q55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE > TE-ALM-LGC-ALMACENAJE (SILOS) > TE-ALM-SLO-SILO 4 > TE-ALM-VLV-VRTNFMSV > TE-ALM-FLT-FMACSSD > TE-ALM-CNT-CSS5 > TE-ALM-VNT-A25 > TE-ALM-VNT-A65 > TE-ALM-VLV-P58 DESC > TE-ALM-VNT-A16 > TE-ALM-VNT-A56 > TE-ALM-VLV-P65 DESC > TE-ALM-CNT-CSS7 > TE-ALM-VNT-A47 > TE-ALM-VNT-A87 > TE-TNL-CNT-CBS7 > TE-ALM-VLV-P54 > TE-ALM-VLV-P49 DESC > TE-ALM-VLV-Q55,19
174187,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002a86b,Generic Models,Tanques aceite,Tanques aceite,Tanques aceite,,PTD_E2_V02;PTD_E3_V03,,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES,TE-ACT-TNQ-TK10,TE-ACT-AGT-AG501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE > TE-ACT-LGC-SECTOR ACEITE > TE-ACT-LGC-TANQUES > TE-ACT-TNQ-TK10 > TE-ACT-AGT-AG501,5
174203,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002a87b,Generic Models,Tanques aceite1,Tanques aceite,Tanques aceite,,PTD_E2_V02;PTD_E3_V03,TE-ACT-AGT-AG500,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES,TE-ACT-TNQ-TK9,TE-ACT-AGT-AG500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE > TE-ACT-LGC-SECTOR ACEITE > TE-ACT-LGC-TANQUES > TE-ACT-TNQ-TK9 > TE-ACT-AGT-AG500,5
174229,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002a895,Generic Models,Tanques aceite2,Tanques aceite,Tanques aceite,,,TE-ACT-TNQ-TK12,TE,TE-ACT-LGC-SECTOR ACEITE,TE-ACT-LGC-TANQUES ACEITE OSL,TE-ACT-TNQ-TK12,TE-ACT-PLM-AIRE2,TE-FUEL-BMB-BO410,TE-ACT-AGT-AG503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TE > TE-ACT-LGC-SECTOR ACEITE > TE-ACT-LGC-TANQUES ACEITE OSL > TE-ACT-TNQ-TK12 > TE-ACT-PLM-AIRE2 > TE-FUEL-BMB-BO410 > TE-ACT-AGT-AG503,7
174292,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002a8d4,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,,,TE,TE-ALM-LGC-ALMACENAJE(CELDAS,TE-ALM-CLD-CELDA,TE-ALM-CNT-C6 (C6CC4,TE-ALM-VLV-VG17,TE-ALM-VLV-VG18,TE-ALM-CNT-C7 (C4C7,TE-ALM-VLV-VG19,TE-ALM-VLV-VG20,TE-ALM-CNT-C8 (C8SC4,TE-ALM-CRR-CTC8,TE-ALM-CNT-C9 (C9SC4,TE-ALM-CRR-CTC9,TE-ALM-LGC-VALV,TE-ALM-VLV-VC401,TE-ALM-VLV-VC402,TE-ALM-VLV-VC403,TE-ALM-VLV-VC404,TE-ALM-VLV-VC405,TE-ALM-VLV-VC406,TE-ALM-VLV-VC407,TE-ALM-VLV-VC408,TE-ALM-VLV-VC409,TE-ALM-VLV-VC410,TE-ALM-VLV-VC411,TE-ALM-VLV-VC412,TE-ALM-VLV-VC413,TE-ALM-VLV-VC414,TE-ALM-VLV-VC415,TE-ALM-VLV-VC416,TE-ALM-VLV-VC417,TE-ALM-VLV-VC418,TE-ALM-VLV-VC419,TE-ALM-VLV-VC420,TE-ALM-VLV-VC421,TE-ALM-VLV-VC422,TE-ALM-VLV-VC423,TE-ALM-VLV-VC424,TE-ALM-VLV-VC425,TE-ALM-VLV-VC426,TE-ALM-VLV-VC427,TE-ALM-VLV-VC428,TE-ALM-VLV-VC429,TE-ALM-VLV-VC430,TE-ALM-VLV-VC431,TE-ALM-VLV-VC432,TE-ALM-VLV-VC433,TE-ALM-VLV-VC434,TE-ALM-VLV-VC435,TE-ALM-VLV-VC436,TE-ALM-VLV-VC437,TE-ALM-VLV-VC438,TE-ALM-VLV-VC439,TE-ALM-VLV-VC440,TE-ALM-VLV-VC441,TE-ALM-VLV-VC442,TE-ALM-VLV-VC443,TE-ALM-VLV-VC444,TE-ALM-VLV-VC445,TE-ALM-VLV-VC446,TE-ALM-VLV-VC447,TE-ALM-VLV-VC448,TE-ALM-VLV-VC449,TE-ALM-VLV-VC450,TE-ALM-VLV-VC451,TE-ALM-VLV-VC452,TE-ALM-VLV-VC453,TE-TNL-CNT-CBC4 C10,TE-TNL-VNT-IA4,,,,,,,,,,,,TE > TE-ALM-LGC-ALMACENAJE(CELDAS > TE-ALM-CLD-CELDA > TE-ALM-CNT-C6 (C6CC4 > TE-ALM-VLV-VG17 > TE-ALM-VLV-VG18 > TE-ALM-CNT-C7 (C4C7 > TE-ALM-VLV-VG19 > TE-ALM-VLV-VG20 > TE-ALM-CNT-C8 (C8SC4 > TE-ALM-CRR-CTC8 > TE-ALM-CNT-C9 (C9SC4 > TE-ALM-CRR-CTC9 > TE-ALM-LGC-VALV > TE-ALM-VLV-VC401 > TE-ALM-VLV-VC402 > TE-ALM-VLV-VC403 > TE-ALM-VLV-VC404 > TE-ALM-VLV-VC405 > TE-ALM-VLV-VC406 > TE-ALM-VLV-VC407 > TE-ALM-VLV-VC408 > TE-ALM-VLV-VC409 > TE-ALM-VLV-VC410 > TE-ALM-VLV-VC411 > TE-ALM-VLV-VC412 > TE-ALM-VLV-VC413 > TE-ALM-VLV-VC414 > TE-ALM-VLV-VC415 > TE-ALM-VLV-VC416 > TE-ALM-VLV-VC417 > TE-ALM-VLV-VC418 > TE-ALM-VLV-VC419 > TE-ALM-VLV-VC420 > TE-ALM-VLV-VC421 > TE-ALM-VLV-VC422 > TE-ALM-VLV-VC423 > TE-ALM-VLV-VC424 > TE-ALM-VLV-VC425 > TE-ALM-VLV-VC426 > TE-ALM-VLV-VC427 > TE-ALM-VLV-VC428 > TE-ALM-VLV-VC429 > TE-ALM-VLV-VC430 > TE-ALM-VLV-VC431 > TE-ALM-VLV-VC432 > TE-ALM-VLV-VC433 > TE-ALM-VLV-VC434 > TE-ALM-VLV-VC435 > TE-ALM-VLV-VC436 > TE-ALM-VLV-VC437 > TE-ALM-VLV-VC438 > TE-ALM-VLV-VC439 > TE-ALM-VLV-VC440 > TE-ALM-VLV-VC441 > TE-ALM-VLV-VC442 > TE-ALM-VLV-VC443 > TE-ALM-VLV-VC444 > TE-ALM-VLV-VC445 > TE-ALM-VLV-VC446 > TE-ALM-VLV-VC447 > TE-ALM-VLV-VC448 > TE-ALM-VLV-VC449 > TE-ALM-VLV-VC450 > TE-ALM-VLV-VC451 > TE-ALM-VLV-VC452 > TE-ALM-VLV-VC453 > TE-TNL-CNT-CBC4 C10 > TE-TNL-VNT-IA4,69
176327,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002b0c7,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,,P10-ADM-OFC-OFICINA,P10,P10-LGC-EQUIPOS,P10-LGC-ZONA,P10-LGC-RUTAS,P10-GRL-LGC-MAQUINARIAS,P10-TLLM-GRU-TRT555,P10-TLL-TALLER CENTRAL,P10-ENE-GNR-GENERADOR CUMMI,P10-ADM-OFC-OFICINA MANT,P10-TLL-AIR-AIRE OF ADMINIST,P10-TLL-CMP-COMP TEC-14-1,P10-ADM-OFC-OFICINA,P10-TLL-PAÑOL,P10-ADM-OFC-OFICINA TECNICA,P10-TLL-TALLER ELCTRICO,P10-TLL-AIR-AIRE OF TECNICA,P10-TLL-CMP-COMP AIRE TAL-6-1,P10-TLL-CMP-COMP TEC-14-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P10 > P10-LGC-EQUIPOS > P10-LGC-ZONA > P10-LGC-RUTAS > P10-GRL-LGC-MAQUINARIAS > P10-TLLM-GRU-TRT555 > P10-TLL-TALLER CENTRAL > P10-ENE-GNR-GENERADOR CUMMI > P10-ADM-OFC-OFICINA MANT > P10-TLL-AIR-AIRE OF ADMINIST > P10-TLL-CMP-COMP TEC-14-1 > P10-ADM-OFC-OFICINA > P10-TLL-PAÑOL > P10-ADM-OFC-OFICINA TECNICA > P10-TLL-TALLER ELCTRICO > P10-TLL-AIR-AIRE OF TECNICA > P10-TLL-CMP-COMP AIRE TAL-6-1 > P10-TLL-CMP-COMP TEC-14-2,18
179296,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc60,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,,PP-EXT-LGC-DESGOMADO,PP,PP-EXT-LGC-EXTRACCION,PP-EXT-LGC-DESGOMADO,PP-EXT-BMB-BO46,PP-EXT-BMB-BO47,PP-EXT-BMB-BO48 E,PP-EXT-BMB-PSODA,PP-EXT-DSG-CE01 NORTE,PP-EXT-DSG-CE02 SUR,PP-EXT-ENF-EASTOCK1,PP-EXT-RCT-REACTOR,PP-EXT-SCD-SECACEITE,PP-EXT-BMB-BO34,PP-EXT-CLT-CALENT,PP-EXT-CND-COND,PP-EXT-TNQ-TKAGUA DESGOM,PP-EXT-BMB-BO31,PP-EXT-TNQ-TKGOMAS CENTRIF,PP-EXT-BMB-BO33,PP-EXT-BMB-BOGL,PP-EXT-TNQ-TKHIDRATADOR,PP-EXT-AGT-AG01,PP-EXT-TNQ-TKMADURADOR,PP-EXT-AGT-AG02,PP-EXT-TNQ-TKMANIO,PP-EXT-TNQ-TKPULMON ACEITE,PP-EXT-BMB-BO30,PP-EXT-MZC-MEZCDINAMICO (BO28,PP-EXT-TQN-TKGOMAS AUX,PP-EXT-BMB-BO33A,PP-EXT-TQN-TKSODA,PP-EXT-BMB-BO45,PP-EXT-VLV-FCV-540,PP-EXT-VLV-PCV-510,PP-EXT-VLV-TCV-511,PP-EXT-VLV-TCV-512,PP-EXT-TNQ-TKLAV QUIMICO,PP-EXT-BMB-BO28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PP > PP-EXT-LGC-EXTRACCION > PP-EXT-LGC-DESGOMADO > PP-EXT-BMB-BO46 > PP-EXT-BMB-BO47 > PP-EXT-BMB-BO48 E > PP-EXT-BMB-PSODA > PP-EXT-DSG-CE01 NORTE > PP-EXT-DSG-CE02 SUR > PP-EXT-ENF-EASTOCK1 > PP-EXT-RCT-REACTOR > PP-EXT-SCD-SECACEITE > PP-EXT-BMB-BO34 > PP-EXT-CLT-CALENT > PP-EXT-CND-COND > PP-EXT-TNQ-TKAGUA DESGOM > PP-EXT-BMB-BO31 > PP-EXT-TNQ-TKGOMAS CENTRIF > PP-EXT-BMB-BO33 > PP-EXT-BMB-BOGL > PP-EXT-TNQ-TKHIDRATADOR > PP-EXT-AGT-AG01 > PP-EXT-TNQ-TKMADURADOR > PP-EXT-AGT-AG02 > PP-EXT-TNQ-TKMANIO > PP-EXT-TNQ-TKPULMON ACEITE > PP-EXT-BMB-BO30 > PP-EXT-MZC-MEZCDINAMICO (BO28 > PP-EXT-TQN-TKGOMAS AUX > PP-EXT-BMB-BO33A > PP-EXT-TQN-TKSODA > PP-EXT-BMB-BO45 > PP-EXT-VLV-FCV-540 > PP-EXT-VLV-PCV-510 > PP-EXT-VLV-TCV-511 > PP-EXT-VLV-TCV-512 > PP-EXT-TNQ-TKLAV QUIMICO > PP-EXT-BMB-BO28,38
179346,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002bc92,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,,PP-EXT-EXT-EX01 EXTRACTOR,PP,PP-EXT-LGC-EXTRACCION,PP-EXT-TST-DT01,PP-EXT-BMB-BO27,PP-EXT-HDR-HCSOLV,PP-EXT-RDC-RDT01,PP-EXT-TNQ-TKCOND DT,PP-EXT-BMB-BO40,PP-EXT-BMB-BO41,PP-EXT-TNQ-TKFLASH,PP-EXT-VLV-VSTK FLASHEO,PP-EXT-VLV-EC01,PP-EXT-VLV-SOV-114 VS03,PP-EXT-VLV-TCV-110,PP-EXT-VLV-TCV-111,PP-EXT-VLV-VS01,PP-EXT-VLV-VS02,PP-EXT-SPR-SEPGOTAEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PP > PP-EXT-LGC-EXTRACCION > PP-EXT-TST-DT01 > PP-EXT-BMB-BO27 > PP-EXT-HDR-HCSOLV > PP-EXT-RDC-RDT01 > PP-EXT-TNQ-TKCOND DT > PP-EXT-BMB-BO40 > PP-EXT-BMB-BO41 > PP-EXT-TNQ-TKFLASH > PP-EXT-VLV-VSTK FLASHEO > PP-EXT-VLV-EC01 > PP-EXT-VLV-SOV-114 VS03 > PP-EXT-VLV-TCV-110 > PP-EXT-VLV-TCV-111 > PP-EXT-VLV-VS01 > PP-EXT-VLV-VS02 > PP-EXT-SPR-SEPGOTAEXT,18
183538,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002ccf2,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,,,PP,PP-DSC-LGC-DESCASCARADO,PP-DSC-SLO-SILO CASCARA,PP-DSC-RSC-DSF06,PP-DSC-RSC-DSF07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PP > PP-DSC-LGC-DESCASCARADO > PP-DSC-SLO-SILO CASCARA > PP-DSC-RSC-DSF06 > PP-DSC-RSC-DSF07,5
183810,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002ce02,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,,,PP,PP-DSC-LGC-DESCASCARADO,PP-DSC-LGC-DCCC,PP-DSC-ART-DART01,PP-DSC-CCC-DCCC01,PP-DSC-CCC-DCCC02,PP-DSC-CCC-DCCC03,PP-DSC-CCC-DCCC04,PP-DSC-CCC-DCCC05,PP-DSC-CCC-DCCC06,PP-DSC-CCC-DCCC07,PP-DSC-CCC-DCCC08,PP-DSC-VNT-DVE11,PP-DSC-CCL-CDVE11,PP-DSC-VLV-DVR13,PP-DSC-VNT-DVE12,PP-DSC-CCL-CDVE12,PP-DSC-VLV-DVR14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PP > PP-DSC-LGC-DESCASCARADO > PP-DSC-LGC-DCCC > PP-DSC-ART-DART01 > PP-DSC-CCC-DCCC01 > PP-DSC-CCC-DCCC02 > PP-DSC-CCC-DCCC03 > PP-DSC-CCC-DCCC04 > PP-DSC-CCC-DCCC05 > PP-DSC-CCC-DCCC06 > PP-DSC-CCC-DCCC07 > PP-DSC-CCC-DCCC08 > PP-DSC-VNT-DVE11 > PP-DSC-CCL-CDVE11 > PP-DSC-VLV-DVR13 > PP-DSC-VNT-DVE12 > PP-DSC-CCL-CDVE12 > PP-DSC-VLV-DVR14,18
184070,e873c32e-5e0c-4f36-b2a7-48d4917bce06-0002cf06,Roofs,,Genérico - 400 mm,Genérico - 400 mm,,,,PP,PP-DSC-LGC-DESCASCARADO,PP-DSC-LGC-QUEBRADORES,PP-DSC-QBR-DQ01,PP-DSC-ALM-DQA01,PP-DSC-QBR-DQ02,PP-DSC-ALM-DQA02,PP-DSC-QBR-DQ03,PP-DSC-ALM-DQA03,PP-DSC-QBR-DQ04,PP-DSC-ALM-DQA04,PP-DSC-QBR-DQ05,PP-DSC-ALM-DQA05,PP-DSC-QBR-DQ06,PP-DSC-ALM-DQA06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PP > PP-DSC-LGC-DESCASCARADO > PP-DSC-LGC-QUEBRADORES > PP-DSC-QBR-DQ01 > PP-DSC-ALM-DQA01 > PP-DSC-QBR-DQ02 > PP-DSC-ALM-DQA02 > PP-DSC-QBR-DQ03 > PP-DSC-ALM-DQA03 > PP-DSC-QBR-DQ04 > PP-DSC-ALM-DQA04 > PP-DSC-QBR-DQ05 > PP-DSC-ALM-DQA05 > PP-DSC-QBR-DQ06 > PP-DSC-ALM-DQA06,15
